micros;label;CHN0
0;0;0.0077899877907630
1;0;0.0077859785330220
2;0;0.0078493250010943
3;0;0.0078100340794680
4;0;0.0078236656536697
5;0;0.0077956008494827
6;0;0.0078533342588353
7;0;0.0078332879701303
8;0;0.0078140433372090
9;0;0.0077956008494827
10;0;0.0078012139082023
11;0;0.0078140433372090
12;0;0.0078284765671943
13;0;0.0077859785330220
14;0;0.0077811676194973
15;0;0.0078052231659433
16;0;0.0078413064856123
17;0;0.0078332879701303
18;0;0.0078372972278713
19;0;0.0078332879701303
20;0;0.0078236656536697
21;0;0.0077811676194973
22;0;0.0077899877907630
23;0;0.0078573435165763
24;0;0.0077811676194973
25;0;0.0078533342588353
26;0;0.0078284765671943
27;0;0.0078284765671943
28;0;0.0078140433372090
29;0;0.0078493250010943
30;0;0.0078493250010943
31;0;0.0078413064856123
32;0;0.0078453157433533
33;0;0.0078533342588353
34;0;0.0078413064856123
35;0;0.0077811676194973
36;0;0.0077811676194973
37;0;0.0078100340794680
38;0;0.0078284765671943
39;0;0.0078100340794680
40;0;0.0078493250010943
41;0;0.0077899877907630
42;0;0.0077811676194973
43;0;0.0078012139082023
44;0;0.0077899877907630
45;0;0.0078284765671943
46;0;0.0077811676194973
47;0;0.0078332879701303
48;0;0.0078573435165763
49;0;0.0078613527743173
50;0;0.0077859785330220
51;0;0.0078236656536697
52;0;0.0078493250010943
53;0;0.0077899877907630
54;0;0.0078100340794680
55;0;0.0077811676194973
56;0;0.0077899877907630
57;0;0.0077859785330220
58;0;0.0078332879701303
59;0;0.0078493250010943
60;0;0.0078100340794680
61;0;0.0078140433372090
62;0;0.0078613527743173
63;0;0.0078052231659433
64;0;0.0078284765671943
65;0;0.0078140433372090
66;0;0.0078573435165763
67;0;0.0077081988349643
68;0;0.0078052231659433
69;0;0.0078236656536697
70;0;0.0078332879701303
71;0;0.0078100340794680
72;0;0.0078533342588353
73;0;0.0077956008494827
74;0;0.0078533342588353
75;0;0.0078372972278713
76;0;0.0078100340794680
77;0;0.0078813990630223
78;0;0.0077811676194973
79;0;0.0077723469588203
80;0;0.0078332879701303
81;0;0.0078100340794680
82;0;0.0078284765671943
83;0;0.0078140433372090
84;0;0.0077859785330220
85;0;0.0077723469588203
86;0;0.0078493250010943
87;0;0.0077811676194973
88;0;0.0078332879701303
89;0;0.0078332879701303
90;0;0.0078693712897993
91;0;0.0078813990630223
92;0;0.0077426783536547
93;0;0.0078332879701303
94;0;0.0078140433372090
95;0;0.0078052231659433
96;0;0.0078100340794680
97;0;0.0078100340794680
98;0;0.0078332879701303
99;0;0.0078653620320583
100;0;0.0078413064856123
101;0;0.0078284765671943
102;0;0.0078100340794680
103;0;0.0077956008494827
104;0;0.0077859785330220
105;0;0.0078573435165763
106;0;0.0078052231659433
107;0;0.0078573435165763
108;0;0.0077539044710940
109;0;0.0078453157433533
110;0;0.0078573435165763
111;0;0.0078284765671943
112;0;0.0078453157433533
113;0;0.0078284765671943
114;0;0.0077859785330220
115;0;0.0077899877907630
116;0;0.0078284765671943
117;0;0.0078052231659433
118;0;0.0077956008494827
119;0;0.0078052231659433
120;0;0.0078493250010943
121;0;0.0077811676194973
122;0;0.0078332879701303
123;0;0.0078332879701303
124;0;0.0078493250010943
125;0;0.0077899877907630
126;0;0.0078100340794680
127;0;0.0078188542507337
128;0;0.0078693712897993
129;0;0.0078942284920290
130;0;0.0077956008494827
131;0;0.0078332879701303
132;0;0.0078236656536697
133;0;0.0077956008494827
134;0;0.0078188542507337
135;0;0.0078284765671943
136;0;0.0078236656536697
137;0;0.0078573435165763
138;0;0.0078052231659433
139;0;0.0078284765671943
140;0;0.0077956008494827
141;0;0.0078236656536697
142;0;0.0078413064856123
143;0;0.0078573435165763
144;0;0.0078140433372090
145;0;0.0077956008494827
146;0;0.0078413064856123
147;0;0.0078653620320583
148;0;0.0078140433372090
149;0;0.0078284765671943
150;0;0.0078052231659433
151;0;0.0078140433372090
152;0;0.0078284765671943
153;0;0.0078012139082023
154;0;0.0078284765671943
155;0;0.0077956008494827
156;0;0.0078332879701303
157;0;0.0078453157433533
158;0;0.0077899877907630
159;0;0.0078413064856123
160;0;0.0077811676194973
161;0;0.0078052231659433
162;0;0.0078284765671943
163;0;0.0078236656536697
164;0;0.0078100340794680
165;0;0.0077899877907630
166;0;0.0078140433372090
167;0;0.0078052231659433
168;0;0.0077811676194973
169;0;0.0077811676194973
170;0;0.0078140433372090
171;0;0.0078140433372090
172;0;0.0078372972278713
173;0;0.0078236656536697
174;0;0.0078613527743173
175;0;0.0078100340794680
176;0;0.0077859785330220
177;0;0.0078453157433533
178;0;0.0078140433372090
179;0;0.0078140433372090
180;0;0.0078284765671943
181;0;0.0078533342588353
182;0;0.0078372972278713
183;0;0.0077956008494827
184;0;0.0077899877907630
185;0;0.0078052231659433
186;0;0.0078372972278713
187;0;0.0078100340794680
188;0;0.0078453157433533
189;0;0.0078773898052813
190;0;0.0078052231659433
191;0;0.0078372972278713
192;0;0.0077811676194973
193;0;0.0077811676194973
194;0;0.0078493250010943
195;0;0.0078140433372090
196;0;0.0078052231659433
197;0;0.0078052231659433
198;0;0.0078012139082023
199;0;0.0077811676194973
200;0;0.0077899877907630
201;0;0.0077956008494827
202;0;0.0078012139082023
203;0;0.0078413064856123
204;0;0.0077899877907630
205;0;0.0078100340794680
206;0;0.0078653620320583
207;0;0.0078284765671943
208;0;0.0077811676194973
209;0;0.0077956008494827
210;0;0.0077811676194973
211;0;0.0077859785330220
212;0;0.0078453157433533
213;0;0.0077811676194973
214;0;0.0077771583617563
215;0;0.0078573435165763
216;0;0.0078052231659433
217;0;0.0078012139082023
218;0;0.0078100340794680
219;0;0.0077771583617563
220;0;0.0078100340794680
221;0;0.0077859785330220
222;0;0.0078533342588353
